University,Status,Target Major,Term,Q,V,AWA,Total,TOEFL,UG College,UG Major,CGPA,Papers,Work Ex
San Jose State University,Reject,Computer Science,Fall 2018,160,150,3.5,310,98,Kalinga Institute Of Industrial Technology,Computer Science,7.2,N/A,0 Mo
San Jose State University,Reject,Computer Science,Fall 2018,162,144,4,306,107,Dharamsinh Desai Institute of Technology,Computer Science,8.1,N/A,0 Mo
San Jose State University,Reject,Computer Science,Fall 2016,168,146,3,314,100,ANITS,Computer Science,8.5,N/A,0 Mo
San Jose State University,Reject,Computer Science,Fall 2018,155,149,3.5,304,105,"Meenakshi Sundararajan Engineering College (MSEC), Kodambakkam",Computer Science,7.85,N/A,9 Mo
San Jose State University,Reject,Computer Science,Fall 2018,166,146,N/A,312,93,"LDCE, Ahmedabad",Computer Science,8.28,N/A,56 Mo
San Jose State University,Reject,Computer Science,Fall 2016,161,146,3,307,92,Sri Bhagawan Mahaveer Jain College of Engineering,Information Technology,67.22,N/A,0 Mo
San Jose State University,Reject,Computer Science,Fall 2018,170,155,4,325,106,Maharaja Agrasen Institute of Technology,Computer Science,71.73,N/A,0 Mo
San Jose State University,Reject,Computer Science,Fall 2019,157,149,2.5,306,107,VTU,Computer Science,65,N/A,91 Mo
San Jose State University,Reject,Computer Science,Fall 2019,170,149,3.5,319,100,"ITM UNIVERSE ,VADODARA,GUJARAT",Computer Science,9.21,0,9 Mo
San Jose State University,Reject,Computer Science,Fall 2016,151,143,2,294,85,"Smt. Kashibai Navale College Of Engineering, Vadgaon",Computer Science,56,N/A,0 Mo
San Jose State University,Reject,Computer Science,Fall 2018,159,148,3.5,307,N/A,"College Of Engineering, Pune",Computer Science,8.3,N/A,0 Mo
San Jose State University,Reject,Computer Science,Fall 2017,162,149,3,311,100,CVR College of Engineering,Computer Science,3.5,N/A,31 Mo
San Jose State University,Reject,Computer Science,Fall 2019,166,159,4,325,8,Jamia Millia Islamia,EEE,9.09,N/A,27 Mo
San Jose State University,Reject,Computer Science,Fall 2016,159,144,3,303,88,"jntu college of engineering ,anantapur",Computer Science,78.5,N/A,18 Mo
San Jose State University,Reject,Computer Science,Fall 2013,158,130,2.5,288,7,"Sree Sastha Institute of Engineering & Technology (SSIET), Chembarambakkam",Information Technology,74,N/A,0 Mo
San Jose State University,Reject,Computer Science,Fall 2017,154,147,3.5,301,85,"Rajalakshmi Engineering College (REC), Thandalam",Information Technology,7.21,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2015,159,154,0,313,102,N/A,N/A,N/A,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,163,155,3.5,318,104,KL University,Computer Science,8.4,N/A,25 Mo
San Jose State University,Admit,Computer Science,Fall 2012,161,145,4,306,99,"College of Engineering, Guindy",Computer Science,8.59,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2018,165,154,4,319,N/A,University of California Los Angeles,Zoology,80,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,157,149,4,306,103,Vesit Chembur,Computer Science,6.98,N/A,15 Mo
San Jose State University,Admit,Computer Science,Fall 2018,165,161,4.5,326,115,Shri Vaishnav Institute of Technology & Science,Computer Science,7.9,N/A,28 Mo
San Jose State University,Admit,Computer Science,Fall 2016,161,152,0,313,105,Sapthagiri College Of Engineering,Computer Science,70.28,N/A,0 Mo
San Jose State University,Admit,Computer Science,Spring 2016,161,149,4,310,108,"B.M.S. College of Engineering, Bangalore",ECE,83,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2017,161,154,4,315,N/A,Anna University,Computer Science,7.85,N/A,31 Mo
San Jose State University,Admit,Computer Science,Fall 2019,163,146,3.5,309,90,"Vishwakarma Institute of Technology, Pune",Computer Science,7.8,0,54 Mo
San Jose State University,Admit,Computer Science,Fall 2016,152,156,3.5,308,108,University of Mumbai,Computer Science,66.52,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2018,162,151,3,313,N/A,"Vidyavardhini's College Of Engineering And Technology, Vasai",Computer Science,75.73,N/A,28 Mo
San Jose State University,Admit,Computer Science,Fall 2019,163,155,4,318,113,VTU,Computer Science,80,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2016,167,149,3.5,316,93,Thadomal Shahani Engineering College,Computer Science,68,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2017,166,154,4,320,108,Netaji Subhash Eng,Computer Science,7.77,N/A,16 Mo
San Jose State University,Admit,Computer Science,Fall 2015,158,145,3,303,110,KLS Gogte Institute Of Technology,Computer Science,79,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2017,159,152,4,311,104,Veltech Hightech Dr.Rangarajan Dr.Sakunthala Engineering College,Computer Science,8.55,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,154,150,3,304,104,NIST,Computer Science,8.4,N/A,46 Mo
San Jose State University,Admit,Computer Science,Spring 2016,163,147,0,310,95,Charotar Institute Of Technology,ECE,70,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2018,164,147,3.5,311,99,Pune Vidyarthi Griha's College Of Engineering And Technology,Computer Science,68.56,0,29 Mo
San Jose State University,Admit,Computer Science,Fall 2017,154,146,3,300,83,"SSPM College Of Engineering, Kankavli",Computer Science,71,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2016,145,139,2,284,5,SRM University,Computer Science,6,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2018,167,150,3.5,317,100,Bhilai Institute of Technology,Computer Science,9.5,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,164,158,4.5,322,112,Jaypee University of Information Technology,Computer Science,77,N/A,17 Mo
San Jose State University,Admit,Computer Science,Fall 2016,163,161,4,324,112,"SJCE, Mysore",Information Technology,9.31,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,166,159,3.5,325,109,Bangalore Institute of Technology,Computer Science,75,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2016,163,152,3.5,315,N/A,Nagarjuna College Of Engineering And Technology,Computer Science,72,N/A,0 Mo
San Jose State University,Admit,Computer Science,Spring 2019,164,149,N/A,313,6.5,Keshav Memorial Institute Of Technology,ECE,80,N/A,37 Mo
San Jose State University,Admit,Computer Science,Fall 2019,162,151,5,313,111,DJ Sanghvi College of Engineering,Computer Science,8.27,N/A,29 Mo
San Jose State University,Admit,Computer Science,Fall 2019,163,150,4,313,100,GNITS,Computer Science,74.3,N/A,2 Mo
San Jose State University,Admit,Computer Science,Fall 2017,163,154,4,317,112,SRM University,Computer Science,9,N/A,18 Mo
San Jose State University,Admit,Computer Science,Fall 2019,161,150,4,311,102,Pimpri Chinchwad College Of Engineering,Computer Science,71,0,21 Mo
San Jose State University,Admit,Computer Science,Fall 2019,161,153,4,314,103,SHRI G.S. INSTITUTE OF TECHNOLOGY & SCIENCE,Computer Science,7.4,0,48 Mo
San Jose State University,Admit,Computer Science,Fall 2019,161,154,3,315,100,Marathwada mitramandal's college of engineering Pune,Computer Science,66.36,1,0 Mo
San Jose State University,Admit,Computer Science,Fall 2016,140,141,2.5,281,6,N/A,N/A,N/A,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,162,156,3.5,318,104,Pune Institute of Computer Technology,Computer Science,8.4,0,20 Mo
San Jose State University,Admit,Computer Science,Fall 2015,162,151,3.5,313,96,N/A,N/A,N/A,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,168,164,4,332,8,San Jose State University,Computer Science,77,N/A,14 Mo
San Jose State University,Admit,Computer Science,Fall 2016,161,146,3.5,307,N/A,gla university,Computer Science,8.2,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,168,156,3.5,324,107,"BITS Pilani, Pilani Campus",Computer Science,7.1,1,13 Mo
San Jose State University,Admit,Computer Science,Fall 2018,158,152,3.5,310,95,"smt kashibai navale college of engineering, pune",Computer Science,69,1,1 Mo
San Jose State University,Admit,Computer Science,Fall 2016,158,159,4,317,105,"Pillai's Institute Of Information Technology (PIIT), New Panvel",Computer Science,62,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,168,157,4,325,106,Pune Vidyarthi Griha's College Of Engineering And Technology,Computer Science,73,2,6 Mo
San Jose State University,Admit,Computer Science,Spring 2016,167,140,3,307,85,JNTUA,Computer Science,74,N/A,0 Mo
San Jose State University,Admit,Computer Science,Spring 2016,165,150,0,315,100,Chitkara University,Computer Science,8.4,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2016,164,152,3.5,316,108,skncoe vadgoan,Computer Science,60.45,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2016,163,153,0,316,107,Maharashtra Institute of Technology,Computer Science,72,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,167,150,4,317,105,Dr Ambedkar institute of technology,EEE,8.9,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2016,165,142,3,307,91,MVSR Engg College,Computer Science,86,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2016,164,157,3.5,321,104,Bangalore Institute of Technology,Computer Science,64.5,N/A,0 Mo
San Jose State University,Admit,Computer Science,Spring 2016,156,140,2.5,296,83,gmit davangere,Computer Science,68,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,164,150,4,314,8,Sreenidhi Institute of Science and Technology,Computer Science,83.36,N/A,19 Mo
San Jose State University,Admit,Computer Science,Fall 2017,160,149,4.5,309,N/A,"Amity University, Noida",Computer Science,7.2,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2016,170,156,3.5,326,113,NIT Bhopal,Computer Science,8.59,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,159,157,4,316,111,"Vishwakarma Institute of Technology, Pune",Computer Science,8.44,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2016,170,142,3,312,96,"Sinhgad Institute Of Technology And Science, Narhe",Computer Science,63,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2017,159,153,3.5,312,100,K. J. Somaiya Institute of Engineering and IT,Computer Science,70,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,161,154,4.5,315,107,"Shivajirao S. Jondhale College Of Engineering, Dombivali",Computer Science,66,0,37 Mo
San Jose State University,Admit,Computer Science,Fall 2017,159,150,4,309,N/A,Veermata Jijabai Technological Institute,Computer Science,8.11,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2017,165,157,4.5,322,111,Shri Ramdeobaba College of Engineering,Computer Science,8.03,0,0 Mo
San Jose State University,Admit,Computer Science,Fall 2015,155,141,3.5,296,106,"Panimalar Institute of Technology, Chennai",Computer Science,8.8,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,167,160,4,327,7.5,Amrita University Coimbatore Campus,Computer Science,8.07,0,0 Mo
San Jose State University,Admit,Computer Science,Spring 2016,165,147,3,312,N/A,Dharmsinh Desai University,Information Technology,7.28,N/A,0 Mo
San Jose State University,Admit,Computer Science,Spring 2016,163,155,0,318,108,NMIMS Mukesh Patel School of Technology Management and Engineering,Computer Science,71,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2017,167,153,3.5,320,105,Amrita University Coimbatore Campus,Computer Science,8.03,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2018,152,148,3.5,300,N/A,Amity School of Engg and technology,Computer Science,72.8,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2016,163,148,3,311,94,CVR College of Engineering,Computer Science,80,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2016,165,150,3.5,315,107,St Francis Institute Of Technology,Computer Science,60,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2017,162,147,3.5,309,103,St Francis Institute Of Technology,Computer Science,66.9,0,14 Mo
San Jose State University,Admit,Computer Science,Fall 2019,152,145,2.5,297,86,Shree L. R. Tiwari College of Engineering,Computer Science,7.32,0,6 Mo
San Jose State University,Admit,Computer Science,Fall 2018,162,154,4.5,316,102,"BRACT's Vishwakarma Institute Of Information Technology (VIIT), Kondhwa",Computer Science,68,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2017,158,149,3.5,307,109,Manipal Institute of Technology,Information Technology,7.84,N/A,17 Mo
San Jose State University,Admit,Computer Science,Fall 2016,170,152,3.5,322,111,"UIET, Panjab University",Computer Science,7.87,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2016,163,147,3.5,310,93,"Guru Jambheshwar University of Science and technology , Hisar",Computer Science,8.35,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,163,151,3.5,314,96,ramdeobaba college of engineering and management,Computer Science,8.35,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2016,165,155,3,320,110,"Ramdevbaba college of engineering and management, Nagpur",ECE,79,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2018,165,159,4,324,0,Pune Vidyarthi Griha's College Of Engineering And Technology,Information Technology,66,N/A,13 Mo
San Jose State University,Admit,Computer Science,Fall 2018,163,151,3.5,314,N/A,Marathwada Mitra Mandal's College Of Engineering (MMCOE),Computer Science,70.7,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2017,158,149,3.5,307,107,RMD Engineering College,Computer Science,7.7,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2015,161,147,0,308,104,N/A,N/A,N/A,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2017,170,149,3.5,319,93,University of Pune,Computer Science,68,2,4 Mo
San Jose State University,Admit,Computer Science,Fall 2018,161,149,2.5,310,90,guru gobind singh indraprastha university,Computer Science,73,N/A,40 Mo
San Jose State University,Admit,Computer Science,Spring 2016,156,147,3,303,98,Nandhi Institute of Technology And Management Studies,ECE,71,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2017,157,153,4.5,310,110,svpcet,Computer Science,67,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2016,164,144,3,308,87,Ahmedabad Institute of Technology,Computer Science,7.16,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,163,156,4.5,319,109,"CMR Institute of Technology, Bangalore",Computer Science,71,N/A,24 Mo
San Jose State University,Admit,Computer Science,Fall 2017,167,151,3.5,318,108,Manipal Institute of Technology,Computer Science,7.5,N/A,28 Mo
San Jose State University,Admit,Computer Science,Fall 2019,167,152,4,319,7.5,Keshav Memorial Institute Of Technology,Computer Science,70,N/A,0 Mo
San Jose State University,Admit,Computer Science,Spring 2019,N/A,N/A,N/A,N/A,82,IILM institute of Engineering,Computer Science,64.62,N/A,59 Mo
San Jose State University,Admit,Computer Science,Spring 2018,165,150,3,315,90,Dharmsinh Desai University,Computer Science,7.87,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,162,155,3.5,317,102,Viswanadha institute of technology and management (VITAM),Computer Science,73,0,54 Mo
San Jose State University,Admit,Computer Science,Spring 2016,144,167,2,311,6.5,GMR Institute of Technology,ECE,74,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2019,165,153,3.5,318,90,Pune Institute of Computer Technology,Computer Science,9.35,1,18 Mo
San Jose State University,Admit,Computer Science,Fall 2017,164,155,4,319,111,"Government College of Engineering, Aurangabad",Computer Science,7.79,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2017,159,153,3,312,101,"MIT Academy Of Engineering, Alandi",Computer Science,58.12,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2018,162,152,4,314,101,Gokaraju Rangaraju Institute of Engineering and Technology,Computer Science,77,N/A,7 Mo
San Jose State University,Admit,Computer Science,Fall 2018,167,149,0,316,7,SRM University,Computer Science,9.4,N/A,6 Mo
San Jose State University,Admit,Computer Science,Fall 2016,161,156,4,317,112,"MKSSS's Cummins College Of Engineering For Women, Karvenagar",Computer Science,67,N/A,0 Mo
San Jose State University,Admit,Computer Science,Fall 2017,162,152,4,314,110,Pune Institute of Computer Technology,Computer Science,60,N/A,0 Mo
San Jose State University,Admit,Computer Science,Spring 2016,163,145,0,308,83,PICT,Information Technology,68.9,N/A,0 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2019,156,140,3,296,86,"Atharva College Of Engineering, Malad",ECE,7.47,N/A,23 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2018,161,146,4,307,8,SRM Easwari,ECE,7.63,1,0 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2019,165,161,4,326,113,SRM University,Computer Science,79.67,N/A,0 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2018,153,142,3.5,295,93,Sreenidhi Institute of Science and Technology,ECE,72.3,0,0 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2017,154,152,3.5,306,102,Chameli Devi Group of Institutions,Computer Science,78.25,1,29 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Spring 2019,162,157,4,319,112,FATHER AGNEL COLLEGE OF ENGINEERING,Computer Science,58,N/A,70 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2018,163,150,3,313,N/A,Jabalpur Engineering College,Computer Science,7.35,4,17 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2019,160,147,3,307,105,"HNB Garhwal Central University, Srinagar Garhwal",Computer Science,75,N/A,0 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2018,157,146,3.5,303,7.5,Galgotias University,ECE,7.17,N/A,25 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2018,156,144,3.5,300,8,Osmania University,Computer Science,70.9,N/A,0 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2018,156,149,3.5,305,99,Siddaganga Institute Of Technology,Instrumentation Engineering,8.23,N/A,0 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2018,166,146,3,312,7,NIT Surat,ECE,6.65,N/A,0 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Spring 2016,158,146,3,304,96,"Don Bosco Institute Of Technology, Kurla",Information Technology,67,N/A,0 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2017,156,149,3.5,305,101,Shiv Nadar University,Computer Science,6.65,N/A,0 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2018,159,146,3,305,0,SRM University,ECE,8.8,N/A,0 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2018,163,148,3.5,311,102,Vellore Institute of Technology,Computer Science,8.32,2,0 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2018,162,151,3,313,106,"Vishwakarma Institute of Technology, Pune",Computer Science,7.87,N/A,18 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2012,170,153,3.5,323,103,PU,ECE,72,0,0 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Spring 2016,158,146,N/A,304,96,"Don Bosco Institute Of Technology, Kurla, Mumbai",Information Technology,67,1,16 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2008,166,143,2.5,309,86,koneru lakshmaiah college of engineering,Information Science and Engineering,89.2,0,0 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2014,160,143,2.5,303,6.5,JNTU,N/A,69,0,0 Mo
"University of South Carolina, Columbia",Reject,Computer Science,Fall 2014,170,149,3.5,319,96,Heritage Institute of Technology,Computer Science,88,0,86 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,163,152,3,315,100,N/A,N/A,N/A,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,166,148,4,314,107,"Institute of Engineering and Technology, DAVV",Information Technology,76,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2018,163,137,3,300,6,Gitam University,ECE,7.86,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2017,160,151,4,311,109,medicaps institute of science and technology,Computer Science,7.67,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,165,155,4,320,108,"Vidyalankar Institute of Technology, Mumbai",EEE,63,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2017,167,141,2.5,308,6.5,Vellore Institute of Technology,ECE,8.67,N/A,30 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2016,164,145,3.5,309,109,anil neerukonda institute of technology and sciences,EEE,7.52,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2017,164,143,3,307,6.5,"University college of Engineering, Osmania university",Computer Science,9.1,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2019,164,144,2.5,308,7.5,"University college of Engineering, Osmania university",Computer Science,7.9,N/A,16 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2019,163,146,3.5,309,N/A,National Institute of Science and Technology,ECE,7.7,N/A,39 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2019,130,130,3,260,87,UiTM,ECE,6.3,N/A,55 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2018,159,143,3,302,N/A,"Faculty Of Engineering and Technology, Gurukula Kangri Vishwavidyalaya, Har",Computer Science,75,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2017,163,143,3.5,306,93,Vidya Jyothi Institute Of Technology,ECE,82.6,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2019,167,148,3,315,103,University of Mumbai,ECE,7.58,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,162,151,3.5,313,96,N/A,N/A,N/A,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2018,162,148,3.5,310,N/A,PSG Tech,Computer Science,8.26,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2019,161,152,4,313,106,Kathmandu Engineering College,Computer Science,80,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2017,162,140,3,302,82,VR Siddhartha engineering college,Computer Science,9.2,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2018,166,147,3,313,96,Hyderabad Institute Of Technology And Management,ECE,75,N/A,29 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2018,162,144,3,306,7,Gitam University,Computer Science,7.09,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2016,165,144,3,309,95,Sree Vidyanikethan Engineering College,EEE,88.43,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2017,160,142,2.5,302,6.5,Mahatma Gandhi Institute of Technology,ECE,79.67,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2016,140,166,3,306,6.5,Vasavi College of Engineering,Computer Science,80,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2018,165,148,N/A,313,N/A,Acropolis Technical Campus,Computer Science,6.46,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2016,164,148,4,312,111,VNR Vignana Jyothi Institute of Engineering and Technology,Instrumentation Engineering,86.6,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2019,157,149,3.5,306,7,"Shah & Anchor Kutchhi Engineering College, Chembur",Information Technology,8,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2016,158,146,3.5,304,85,Vasavi College of Engineering,Computer Science,77,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2017,165,142,3,307,7,GMR Institute of Technology,EEE,77.13,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2019,164,147,3.5,311,97,Asansol Engineering college,ECE,7.27,0,39 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2019,N/A,N/A,N/A,N/A,6.5,Sreenidhi Institute of Science and Technology,Computer Science,78.47,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2017,165,154,3,319,106,Gokaraju Rangaraju Institute of Engineering and Technology,EEE,77,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2019,155,145,3,300,102,RV College of Engineering,Instrumentation Engineering,8.53,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,170,142,2,312,91,Graphic Era University,ECE,81.48,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2016,160,148,2.5,308,91,Gandhi Institute Of Technology and Management,Computer Science,7.8,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2018,155,145,N/A,300,8,Gitam University,Computer Science,8.4,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,163,150,3,313,103,West Bengal University of Technology,ECE,7,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2019,166,149,4,315,99,Ujjain Engineering College,Computer Science,7.7,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2016,164,146,3,310,98,"College of Engineering, Guindy",Computer Science,7.14,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2018,161,158,3,319,98,Sinhgad College of Engineering,ECE,69,N/A,50 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,N/A,142,3,N/A,103,"Padre Conceicao College of Engineering, Verna, Goa",Computer Science,70,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2019,162,143,3,305,N/A,Ddit,Computer Science,7.41,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2017,162,142,3,304,N/A,BIT Mesra,Computer Science,7.2,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2018,163,148,2.5,311,0,Osmania University,Computer Science,7.87,N/A,18 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2018,160,141,3,301,104,Ujjain Engineering College,Computer Science,80,N/A,17 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2016,168,140,3,308,6,VNR Vignana Jyothi Institute of Engineering and Technology,Instrumentation Engineering,79.31,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,162,153,4,315,107,N/A,N/A,N/A,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2016,168,145,3,313,N/A,Vellore Institute of Technology,ECE,8,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2016,159,151,0,310,N/A,galgotias,Computer Science,77,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2016,158,145,3,303,90,"P.E.S. Institute of Technology, Bangalore",Information Technology,8,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2019,164,154,3,318,102,Medi-Caps Institute of Science & Technology,Information Technology,7.31,0,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,163,149,4,312,99,N/A,N/A,N/A,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2018,162,143,2.5,305,98,Babaria Institute Of Technology,Computer Science,8.03,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Spring 2017,170,147,4,317,100,thapathali engineering campus,ECE,74.8,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,163,152,3,315,100,N/A,N/A,N/A,N/A,0 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,164,152,4,316,102,Amrita Coimbatore,N/A,7.2,0,24 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2014,160,155,4,315,N/A,Amrita Coimbatore,Information Technology,6.8,0,60 Mo
"University of South Carolina, Columbia",Admit,Computer Science,Fall 2015,162,153,N/A,315,107,N/A,N/A,7.15,1,16 Mo
